genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbols
ENSDARG00000023916,55.84840765,-0.4284961,0.332327711,-1.28937818,0.197266643,0.361804459,phactr1
ENSDARG00000076402,15.53962034,0.820228494,0.636403674,1.2888494,0.197450448,0.362110621,NAT16
ENSDARG00000094928,1.487827254,2.896961435,2.248113255,1.288618992,0.197530578,0.362226613,si:ch211-53m15.2
ENSDARG00000096519,1.487674591,2.896816977,2.248157789,1.288529209,0.197561808,0.362252924,irbpl
ENSDARG00000096705,1.488665546,-2.896430227,2.247985028,-1.288456191,0.197587209,0.362268542,CR847530.1
ENSDARG00000056784,5.450600781,-1.413362901,1.097039461,-1.288342809,0.197626657,0.36230991,aire
ENSDARG00000098108,10.57987231,0.933569209,0.7247121,1.288193214,0.197678714,0.362374384,dusp2
ENSDARG00000090081,1.487522945,-2.89534703,2.248317918,-1.287783639,0.197821289,0.362604767,si:dkey-1m11.5
ENSDARG00000097414,150.1948207,-2.057382108,1.597911555,-1.287544421,0.197904597,0.362726483,si:ch211-106e7.2
ENSDARG00000097602,3.306196894,1.586111141,1.231999704,1.287428184,0.197945086,0.362745756,BX072559.1
ENSDARG00000098826,79.81508048,-0.365095185,0.283587321,-1.287417168,0.197948924,0.362745756,plcl2
ENSDARG00000109266,3.305974571,1.586010748,1.231997762,1.287348726,0.197972767,0.362758469,RF00001
ENSDARG00000098612,1.486398602,-2.894284398,2.248646468,-1.287122915,0.19805145,0.362871655,chrm2a
ENSDARG00000099896,2.976221979,1.80735192,1.404322433,1.28699213,0.198097031,0.362921289,CR388184.1
ENSDARG00000035697,137.6769487,0.261554313,0.203258997,1.286803129,0.198162916,0.362921289,spinb
ENSDARG00000071904,3.470236954,-1.677163316,1.303316633,-1.286842562,0.198149168,0.362921289,pcdh2ab1
ENSDARG00000078151,3.46987664,-1.677111003,1.303316478,-1.286802577,0.198163108,0.362921289,si:ch211-264f5.8
ENSDARG00000098066,1.485873828,-2.893784743,2.248799552,-1.286813109,0.198159437,0.362921289,CU302323.1
ENSDARG00000058003,113.8698085,-0.280424888,0.21793562,-1.286732695,0.198187473,0.362934933,wfdc1
ENSDARG00000002826,303.2801351,0.185305467,0.144032834,1.286550166,0.198251123,0.36302051,cep57l1
ENSDARG00000104783,159.1521313,0.256527423,0.199417981,1.286380604,0.198310264,0.363097819,si:ch73-221f6.4
ENSDARG00000038835,2731.029051,0.105156183,0.081757342,1.286198652,0.198373742,0.363183052,ppid
ENSDARG00000044774,81.65272584,0.388772595,0.302291032,1.286087093,0.198412668,0.36320389,pou5f3
ENSDARG00000000568,531.3121037,-0.159637647,0.124128367,-1.286069012,0.198418978,0.36320389,ell
ENSDARG00000076814,11.89827389,0.912524101,0.709634277,1.285907587,0.198475316,0.363239534,gzm3.4
ENSDARG00000004753,10.73850359,-0.965423751,0.75079555,-1.285867705,0.198489236,0.363239534,mylkb
ENSDARG00000059523,2.973942525,-1.806141757,1.404530378,-1.285939974,0.198464011,0.363239534,rims4
ENSDARG00000036704,222.4592605,0.21590138,0.167939805,1.285587894,0.198586924,0.363387313,tmem18
ENSDARG00000004618,43.2958694,-0.465458437,0.362088276,-1.285483315,0.198623444,0.363423146,stx2a
ENSDARG00000003592,194.5335579,-0.242326584,0.188548029,-1.285224702,0.198713774,0.363557422,surf1
ENSDARG00000078152,6.777777624,1.107633635,0.861903606,1.28510152,0.19875681,0.363605157,si:dkey-56i24.1
ENSDARG00000089805,584.3807341,-0.152440701,0.118637075,-1.284933063,0.198815676,0.363681838,pcdh18a
ENSDARG00000031929,47.77264346,0.474152604,0.369157849,1.284416963,0.198996101,0.363918804,stard14
ENSDARG00000017953,42.96170704,-0.514615451,0.400660276,-1.284418451,0.19899558,0.363918804,tp73
ENSDARG00000060303,3.966205991,-1.583861544,1.233065575,-1.284490927,0.198970236,0.363918804,slc4a10b
ENSDARG00000008278,2052.029156,-0.116180058,0.090461808,-1.28429953,0.199037171,0.363931878,rcor2
ENSDARG00000015563,387.3927498,-0.178886522,0.139283647,-1.284332548,0.199025623,0.363931878,zgc:123305
ENSDARG00000063457,96.84586777,-0.295416135,0.230043275,-1.284176359,0.199080255,0.363979638,wash1
ENSDARG00000102532,4.790648601,-1.390733308,1.083545713,-1.283502201,0.199316189,0.364379949,homer3a
ENSDARG00000021255,54.53886673,0.406008365,0.316399999,1.283212283,0.199417714,0.36450344,arhgap22
ENSDARG00000056833,12.72323561,-0.887743886,0.691793387,-1.283250032,0.199404492,0.36450344,svopa
ENSDARG00000078326,314.3519415,0.192564709,0.150104453,1.282871393,0.199537137,0.36469066,arhgap10
ENSDARG00000068967,30.40813677,0.540775533,0.421580126,1.282734882,0.199584975,0.364724286,zgc:153372
ENSDARG00000099252,314.82052,0.224471572,0.174996478,1.282720515,0.19959001,0.364724286,ipcef1
ENSDARG00000111102,50.40703719,-0.408459231,0.318443679,-1.282673382,0.199606529,0.364724286,camk2n2
ENSDARG00000008678,906.9953992,0.141138262,0.110047406,1.282522387,0.199659457,0.364789932,snx3
ENSDARG00000069401,3.47161587,1.678435,1.308955719,1.282270268,0.199747854,0.36491869,si:dkeyp-114g9.1
ENSDARG00000086296,42.31463833,-0.500266799,0.390155423,-1.282224388,0.199763943,0.36491869,znf1137
ENSDARG00000063570,1369.944319,0.124725315,0.09728477,1.282064135,0.199820149,0.364959221,dyrk1aa
ENSDARG00000013858,47.10788468,-0.458643862,0.357730096,-1.282094706,0.199809426,0.364959221,cdc14aa
ENSDARG00000100915,211.0339279,-0.227488362,0.177535097,-1.281371215,0.20006331,0.365372239,si:ch211-255f4.7
ENSDARG00000017579,10.41188645,-0.897239918,0.700267176,-1.281282271,0.200094538,0.365393133,si:ch211-195b15.7
ENSDARG00000101476,3.800456015,-1.501466975,1.17188432,-1.281241629,0.200108808,0.365393133,si:dkey-65j4.2
ENSDARG00000069283,116.844792,0.28369891,0.221476137,1.280945723,0.200212731,0.365537427,ercc8
ENSDARG00000078778,146.2588075,0.28583942,0.223160173,1.280871117,0.200238939,0.365537427,lrch1
ENSDARG00000074191,25.11774379,-0.655195074,0.511516336,-1.280887877,0.200233052,0.365537427,zgc:172253
ENSDARG00000105424,27.2632009,-0.619972045,0.484046234,-1.280811626,0.200259839,0.365544481,si:rp71-46j2.7
ENSDARG00000114086,1204.957996,0.135460935,0.105769287,1.280720884,0.200291722,0.365549562,DOCK9
ENSDARG00000045411,160.1531545,-0.282826985,0.220836652,-1.280706728,0.200296696,0.365549562,acad11
ENSDARG00000033227,16.18519516,-0.910412878,0.711036639,-1.280402203,0.20040372,0.365713779,lect2l
ENSDARG00000045837,146.4235818,0.269062599,0.210147269,1.280352583,0.200421162,0.365714506,si:dkey-14d8.20
ENSDARG00000037679,430.6821349,-0.19412095,0.151681992,-1.279789028,0.200619344,0.366045005,zgc:103678
ENSDARG00000014646,257.9765246,0.281296975,0.219824038,1.279646105,0.200669627,0.366105619,aoc2
ENSDARG00000035837,60.98756562,-0.384532577,0.30053449,-1.279495666,0.200722565,0.366171066,mosmob
ENSDARG00000069066,1083.37061,-0.129828233,0.101472356,-1.279444352,0.200740624,0.366172879,nufip2
ENSDARG00000104052,3.470495976,1.679581753,1.313186042,1.279012797,0.200892549,0.366418857,CR388413.4
ENSDARG00000029259,34.53921392,0.517574397,0.404709276,1.278879502,0.200939492,0.366442179,zgc:136493
ENSDARG00000104199,28.0991395,-0.584201773,0.456796008,-1.278911729,0.200928142,0.366442179,si:dkey-43p13.5
ENSDARG00000006545,339.4760045,-0.204439511,0.15989681,-1.278571542,0.201047977,0.366608858,rgp1
ENSDARG00000089749,394.0464771,0.197304253,0.154325006,1.278498271,0.201073794,0.366624779,aqp8b
ENSDARG00000076192,3.470454595,-1.676925306,1.311713103,-1.278423843,0.201100021,0.366641444,ankrd1b
ENSDARG00000024759,6.278228808,-1.29405205,1.012311037,-1.278314671,0.201138497,0.366680436,inhbab
ENSDARG00000037064,453.3232217,0.17710055,0.138584172,1.277927678,0.201274928,0.36689798,galca
ENSDARG00000053019,114.0353386,-0.284236227,0.222486186,-1.277545505,0.201409726,0.367112511,rnft2
ENSDARG00000033599,78.33877815,-0.366305715,0.286765796,-1.27736892,0.201472032,0.367194886,zgc:100906
ENSDARG00000062823,13.55090051,-0.792468628,0.620488957,-1.27716798,0.201542949,0.367292938,pi4kab
ENSDARG00000077717,9820.618704,0.101838176,0.079746802,1.27701892,0.201595568,0.36735763,rpl29
ENSDARG00000075450,5.950238688,1.185625933,0.928863717,1.276426144,0.201804919,0.367706296,mkxa
ENSDARG00000077013,1367.346424,-0.148151369,0.116075921,-1.276331622,0.201838316,0.367706296,znf280d
ENSDARG00000058231,655.733602,-0.193887989,0.151908608,-1.276346295,0.201833132,0.367706296,nt5c2b
ENSDARG00000052437,180.0030354,0.290751925,0.227816794,1.276253257,0.201866008,0.367725523,mia
ENSDARG00000045351,283.9591557,0.216318859,0.169562647,1.275745943,0.202045342,0.368000449,ccdc58
ENSDARG00000110727,20.15436708,-0.722731668,0.566524321,-1.275729287,0.202051232,0.368000449,CABZ01092907.1
ENSDARG00000061272,241.9438571,-0.227904956,0.178680898,-1.275485848,0.20213733,0.368126014,BX294434.1
ENSDARG00000099283,393.4289899,-0.561924271,0.440604535,-1.275348359,0.202185968,0.368183342,epb41a
ENSDARG00000101046,2.975667592,1.808031595,1.417884803,1.275161135,0.202252214,0.368272722,si:dkeyp-107f9.1
ENSDARG00000115005,35.36758552,-0.516977124,0.405437564,-1.275109093,0.202270631,0.368275005,CABZ01075628.1
ENSDARG00000117200,1.322664011,2.704490558,2.121144645,1.275014679,0.202304047,0.368304592,BX119314.1
ENSDARG00000087074,457.960458,0.189927334,0.149000744,1.274673731,0.202424748,0.368493071,znf574
ENSDARG00000105345,2.974460246,1.809369062,1.419579607,1.274580906,0.202457619,0.368521644,zgc:173552
ENSDARG00000033418,983.6658161,0.137050029,0.107546927,1.274327709,0.2025473,0.368627073,gpatch1
ENSDARG00000098286,105.9282004,-0.292371589,0.229452286,-1.27421519,0.202587163,0.368627073,CU695232.1
ENSDARG00000004322,13.55187572,-0.792617802,0.622063582,-1.2741749,0.202601439,0.368627073,ush1ga
ENSDARG00000093592,1.32268945,-2.703060011,2.121230995,-1.274288381,0.202561233,0.368627073,CR391910.2
ENSDARG00000061685,1.322613119,-2.703060018,2.121262373,-1.274269535,0.202567909,0.368627073,hcn4
ENSDARG00000094176,22.15040764,0.612769555,0.48097226,1.274022653,0.202655388,0.368693968,cdkn2d
ENSDARG00000045692,1446.339679,0.121474631,0.095363018,1.273812785,0.202729773,0.368793805,pphln1
ENSDARG00000105653,12.55913941,-0.858559982,0.67403017,-1.273770849,0.202744639,0.368793805,BX323797.4
ENSDARG00000103476,565.6589848,-0.183550578,0.144107644,-1.273704663,0.202768103,0.368805221,trpm1b
ENSDARG00000044760,194.2112556,1.400071242,1.100091552,1.272686114,0.203129447,0.369368521,gnaia
ENSDARG00000100717,639.2741918,-0.17824397,0.14004755,-1.272738934,0.203110697,0.369368521,socs5a
ENSDARG00000038728,2.479978027,-1.999628065,1.571169126,-1.272700712,0.203124265,0.369368521,ch25hl2
ENSDARG00000037946,3.47213439,1.67867751,1.319074543,1.272617623,0.203153762,0.369381431,prl
ENSDARG00000111321,3.801103834,1.504290002,1.182155918,1.272497121,0.203196546,0.369418872,CR759968.2
ENSDARG00000103208,11.0713649,-1.031326681,0.810496624,-1.272462649,0.203208787,0.369418872,il17ra1b
ENSDARG00000058937,2.975079611,1.808727972,1.421706894,1.272222833,0.203293957,0.369429682,cldn10a
ENSDARG00000077581,1241.090255,0.128264536,0.100817415,1.272245829,0.203285789,0.369429682,zzz3
ENSDARG00000007976,615.7715954,-0.164764445,0.129494005,-1.272371216,0.203241256,0.369429682,si:ch211-220f16.2
ENSDARG00000058869,29.57697327,-0.570102545,0.448089047,-1.272297433,0.20326746,0.369429682,NEK3
ENSDARG00000101571,2.974397429,-1.806119124,1.419677829,-1.272203514,0.203300819,0.369429682,si:ch211-106j21.4
ENSDARG00000035809,3804.703171,-0.144613317,0.113678726,-1.272122951,0.203329438,0.369450398,col1a1b
ENSDARG00000073912,3.801935064,1.503605465,1.182165209,1.271908067,0.203405785,0.369544045,si:ch211-202h22.7
ENSDARG00000002235,741.9441089,0.156083962,0.122719003,1.271880948,0.203415422,0.369544045,mmp14a
ENSDARG00000060112,14.87724391,0.789145657,0.620492715,1.271804871,0.203442458,0.369561871,sybu
ENSDARG00000052527,142.6273972,-0.263850971,0.207486528,-1.271653506,0.203496257,0.369628306,mul1b
ENSDARG00000077570,7.605356515,1.193036197,0.938448936,1.271285151,0.203627223,0.369834884,cdh16
ENSDARG00000051923,3417.599897,0.107963641,0.084931693,1.271182011,0.203663905,0.369870199,ccnb1
ENSDARG00000092774,126.4317145,-0.267558005,0.210515187,-1.270967708,0.203740137,0.369977329,tarsl2
ENSDARG00000057648,2165.98072,0.115317322,0.090758617,1.27059365,0.203873247,0.370187718,dnttip2
ENSDARG00000014137,925.3446904,0.132674511,0.104424594,1.270529349,0.203896135,0.37019795,picalmb
ENSDARG00000015064,14.70747595,-0.761918359,0.599784051,-1.270321138,0.203970262,0.370301202,esrrd
ENSDARG00000111557,5.454858608,1.202744169,0.946846675,1.270262864,0.203991012,0.370307541,RF00067
ENSDARG00000040277,17.51395435,-0.721135027,0.567790844,-1.270071601,0.204059126,0.370368523,fbxo32
ENSDARG00000098657,2.64477838,-2.115173295,1.665345769,-1.270110588,0.204045241,0.370368523,CR788237.1
ENSDARG00000091692,1.983818454,2.323879757,1.830044121,1.269849033,0.204138411,0.370481086,havcr2
ENSDARG00000104266,3.799629232,-1.501134148,1.182258962,-1.269716869,0.204185502,0.370535209,si:dkey-29m1.2
ENSDARG00000074588,266.5840225,-0.205067856,0.161528718,-1.269544257,0.204247016,0.370584156,METTL18
ENSDARG00000079163,2.974958488,-1.806405651,1.422870031,-1.269550705,0.204244718,0.370584156,best2
ENSDARG00000091043,1.98268835,-2.320936892,1.828818326,-1.269091007,0.204408607,0.370845987,pcdh2ab6
ENSDARG00000069175,1395.76487,0.118957675,0.093746495,1.268929309,0.204466278,0.370919253,vps4b
ENSDARG00000003705,383.4420051,0.17788244,0.140223417,1.268564436,0.204596455,0.371032742,prnprs3
ENSDARG00000079374,2454.260102,0.123215945,0.097126212,1.268616801,0.204577769,0.371032742,tjp1b
ENSDARG00000070498,50.90399516,-0.471780058,0.371883683,-1.268622635,0.204575687,0.371032742,phyhiplb
ENSDARG00000112756,1.981593387,-2.320125794,1.828944336,-1.268560092,0.204598006,0.371032742,CU468896.1
ENSDARG00000091465,224.9196085,-0.213364131,0.16822349,-1.268337325,0.204677513,0.371145559,si:dkey-66a8.7
ENSDARG00000090052,3.30540684,1.586544275,1.250972896,1.268248321,0.204709286,0.371171805,si:dkey-165a24.9
ENSDARG00000071669,565.5469811,-0.149142116,0.117623845,-1.267958172,0.204812888,0.371328276,smyd5
ENSDARG00000057110,360.9498848,0.170439625,0.134433669,1.267834366,0.204857107,0.371377065,slc25a1a
ENSDARG00000073985,12.22706551,-0.798393866,0.629761984,-1.267770819,0.204879806,0.371386838,pctp
ENSDARG00000042087,902.7047955,0.14074744,0.111029212,1.267661338,0.204918917,0.371426356,dmap1
ENSDARG00000021521,6.111372748,-1.239333637,0.977821428,-1.267443729,0.204996672,0.371535906,rgs14a
ENSDARG00000110545,81.96267694,0.387821722,0.306017889,1.267317161,0.205041907,0.371586503,CABZ01113373.1
ENSDARG00000089645,15.03648017,0.884782332,0.698282388,1.267083842,0.205125312,0.371693089,si:ch1073-406l10.2
ENSDARG00000032838,12.88611653,-0.834811861,0.658859628,-1.267055721,0.205135367,0.371693089,si:dkey-206f10.1
ENSDARG00000101717,2.810012949,1.701903826,1.343265995,1.266989437,0.205159067,0.371703299,sox17
ENSDARG00000098779,5.783549458,-1.320603597,1.042354334,-1.266943068,0.205175648,0.371703299,BX547930.4
ENSDARG00000104637,86.28116832,0.322813038,0.254808227,1.266886244,0.205195968,0.371708729,fam219b
ENSDARG00000032725,1255.543161,-0.126223877,0.099640581,-1.266791859,0.205229724,0.371736748,rps27a
ENSDARG00000090981,3.469916243,-1.676682035,1.323613324,-1.266746115,0.205246085,0.371736748,si:ch211-191o15.6
ENSDARG00000044924,10.08060712,-1.143604653,0.902949739,-1.266520829,0.205326677,0.371851326,gdf11
ENSDARG00000053868,887.2113871,0.154908556,0.122322926,1.266390207,0.205373415,0.371878039,etv2
ENSDARG00000014463,158.6512884,-0.233815835,0.184639897,-1.266334302,0.205393421,0.371878039,usf1l
ENSDARG00000041492,13.05612992,-0.784967616,0.619851462,-1.266380197,0.205376997,0.371878039,si:ch211-196f5.2
ENSDARG00000071418,155.8594645,0.237143052,0.187280487,1.266245381,0.205425245,0.371904276,gbx1
ENSDARG00000059549,250.5525358,0.195560465,0.154453538,1.266144288,0.205461429,0.371907026,akap10
ENSDARG00000069954,42.30753551,-0.499910238,0.394816066,-1.266185146,0.205446804,0.371907026,kcnq5a
ENSDARG00000002249,39.49618232,0.501450163,0.396124062,1.265891702,0.205551858,0.372018459,tbxas1
ENSDARG00000079931,35.35822597,-0.516404735,0.407942759,-1.26587548,0.205557666,0.372018459,snx19b
ENSDARG00000021787,991.0177149,0.153240275,0.121080964,1.265601711,0.205655713,0.372164514,abcb5
ENSDARG00000052708,222.4623544,-0.222431883,0.175768707,-1.265480563,0.205699112,0.372211658,tnni1b
ENSDARG00000038069,23.1439437,0.62874732,0.497004942,1.265072572,0.205845314,0.372444802,mgat3a
ENSDARG00000086017,3.306106985,1.586086369,1.254238286,1.264581369,0.206021435,0.372637776,zgc:153681
ENSDARG00000056594,890.3788337,-0.175582838,0.138836405,-1.264674335,0.205988094,0.372637776,irx1b
ENSDARG00000011973,492.189461,-0.189225365,0.14963282,-1.264597997,0.206015472,0.372637776,slc35d1a
ENSDARG00000011581,6.277700262,-1.294102571,1.023279878,-1.264661408,0.20599273,0.372637776,si:dkey-23k10.5
ENSDARG00000004386,18.82756677,-0.99802854,0.789381644,-1.264316884,0.206116312,0.372777959,si:dkey-153k10.9
ENSDARG00000075459,50.41030339,-0.447322424,0.353867642,-1.264095305,0.206195821,0.372890328,ptpn20
ENSDARG00000075673,2565.163244,0.105841796,0.083744797,1.263861158,0.206279865,0.373010877,arhgap21b
ENSDARG00000086104,188.3965597,-0.232250042,0.183778996,-1.263746385,0.206321071,0.373022515,slco5a1b
ENSDARG00000035468,93.04013746,-0.302359089,0.239248988,-1.263784192,0.206307497,0.373022515,slc25a25b
ENSDARG00000043960,1312.170586,0.135897279,0.107576186,1.263265449,0.206493799,0.373303348,rpf2
ENSDARG00000031198,443.7685177,0.16781597,0.132861557,1.263088992,0.206557199,0.373355053,hmg20a
ENSDARG00000104361,21.82217296,-0.713311555,0.564729866,-1.263102234,0.206552441,0.373355053,barhl2
ENSDARG00000104069,419.629338,0.156945132,0.124264803,1.262989427,0.206592979,0.373388271,rnf170
ENSDARG00000042041,56.02480136,-0.401601653,0.318007994,-1.262866531,0.20663715,0.373436648,tal2
ENSDARG00000092778,2.974455797,1.809378782,1.43296957,1.262677743,0.206705016,0.373527836,si:ch73-338o16.4
ENSDARG00000069843,10.24588166,-0.861483307,0.682372646,-1.262482182,0.206775334,0.373623439,kctd12.1
ENSDARG00000054560,256.972145,0.263834116,0.209060715,1.261997578,0.206949658,0.373844209,her15.1
ENSDARG00000090503,58.84436026,-0.423772569,0.335795166,-1.261997228,0.206949784,0.373844209,oma1
ENSDARG00000056028,14.70782367,-0.832023366,0.659290153,-1.261998776,0.206949227,0.373844209,slc22a7a
ENSDARG00000102091,400.294706,0.184765375,0.146426824,1.261827379,0.207010908,0.373891671,CABZ01052576.1
ENSDARG00000005078,660.2818015,-0.154467484,0.122414966,-1.261834969,0.207008176,0.373891671,eif4e3
ENSDARG00000091625,28.10164399,0.585600938,0.464221714,1.261468216,0.207140204,0.374085328,FAM3D
ENSDARG00000007912,22.8030061,-0.636238014,0.504377301,-1.261432688,0.207152998,0.374085328,si:ch211-196i2.1
ENSDARG00000043865,502.9218785,0.159649568,0.126571624,1.261337749,0.207187186,0.374093476,timm9
ENSDARG00000074233,8.758637378,-0.958447744,0.759874744,-1.261323332,0.207192378,0.374093476,pde4bb
ENSDARG00000091062,1.487737578,2.89687473,2.297270684,1.261007138,0.207306276,0.374222563,si:dkey-199k11.6
ENSDARG00000009123,6.446751995,1.171273387,0.928966871,1.2608344,0.207368517,0.374222563,sele
ENSDARG00000087688,21.9851998,0.640246279,0.507770878,1.260896021,0.207346312,0.374222563,klhl29
ENSDARG00000076933,125.2916114,0.383657466,0.304257471,1.260963176,0.207322115,0.374222563,aldh1a3
ENSDARG00000114870,207.5669437,-0.219794264,0.174324342,-1.26083518,0.207368236,0.374222563,CABZ01078594.1
ENSDARG00000100592,11.40180432,-0.81433582,0.645783462,-1.261004451,0.207307243,0.374222563,slc8a2b
ENSDARG00000003635,250.8925507,0.20281798,0.160918537,1.26037673,0.207533492,0.374488785,mogat3b
ENSDARG00000089292,14.05040808,0.875583033,0.694761515,1.260264153,0.207574087,0.37453054,adgrl1a
ENSDARG00000105468,3.966107508,1.586689375,1.259086636,1.260190784,0.207600547,0.37453238,zgc:112234
ENSDARG00000087937,962.0117368,-0.12238165,0.097115612,-1.260164527,0.207610017,0.37453238,cdk4
ENSDARG00000097592,5.288787921,1.35528987,1.075720451,1.259890401,0.207708902,0.37467927,si:dkey-40c23.1
ENSDARG00000086056,89.58134662,-0.330644504,0.262501501,-1.259590909,0.207816977,0.374842709,plekhg6
ENSDARG00000073936,1.983974485,-2.321428697,1.843156433,-1.259485444,0.207855045,0.37487986,BX511021.1
ENSDARG00000070278,286.7515359,0.199253767,0.15823144,1.259255222,0.207938161,0.37496673,mettl14
ENSDARG00000056080,17.51689174,-0.663705373,0.527059515,-1.259260775,0.207936156,0.37496673,si:dkey-191g9.5
ENSDARG00000101462,320.6214424,0.209749808,0.166605883,1.258957994,0.208045505,0.375128773,setdb2
ENSDARG00000077468,33.05553595,0.496509606,0.394397263,1.258907333,0.208063805,0.375130246,si:ch73-206p6.1
ENSDARG00000052775,3.801801755,1.503895697,1.194849101,1.25864906,0.208157118,0.375193079,opn3
ENSDARG00000102797,121.3169975,0.269069527,0.21376885,1.258693801,0.208140951,0.375193079,CABZ01075509.1
ENSDARG00000055592,1004.512726,0.167502443,0.133084492,1.258617292,0.208168598,0.375193079,capn2b
ENSDARG00000027825,189.0391614,-0.297360853,0.236237511,-1.258736822,0.208125407,0.375193079,naa50
ENSDARG00000034300,41.97906776,0.436182881,0.346797361,1.257745677,0.208483747,0.375697973,sema3c
ENSDARG00000088515,130.0653409,-0.25997593,0.206695067,-1.257775205,0.208473065,0.375697973,st6gal2b
ENSDARG00000026453,293.021846,0.195152027,0.15516913,1.257673012,0.208510037,0.375713794,zgc:66474
ENSDARG00000103320,495.7701816,-0.168229428,0.133862206,-1.256735812,0.208849316,0.37629354,lclat1
ENSDARG00000056877,89.23695132,-0.309906274,0.246611844,-1.256656086,0.208878196,0.376313976,vamp2
ENSDARG00000056191,5.952016457,1.184808865,0.943015886,1.256403929,0.208969558,0.376446965,si:ch211-168k14.2
ENSDARG00000060248,8.428288232,1.001521716,0.797201973,1.256296083,0.209008641,0.376485764,fgd4b
ENSDARG00000089844,120.6511737,0.294589731,0.234521255,1.256132332,0.209067995,0.376561066,scarb2c
ENSDARG00000025348,830.8127295,0.156831983,0.124875176,1.255910005,0.209148601,0.3766494,igfbp5b
ENSDARG00000038569,73.21529173,-0.359076201,0.285911407,-1.255900227,0.209152146,0.3766494,fzd8b
ENSDARG00000059689,8.42840474,-0.999152333,0.795806138,-1.255522275,0.209289227,0.376864631,mblac2
ENSDARG00000040302,16.69102186,0.730880744,0.582191108,1.255396612,0.209334819,0.376915097,osgin2
ENSDARG00000036722,17.51996585,0.665946627,0.530492225,1.255337206,0.209356374,0.376922279,slc9a3.2
ENSDARG00000101085,213.5427828,0.22033089,0.175564533,1.254985192,0.209484136,0.377120656,ss18l2
ENSDARG00000068738,2.480484903,2.00036762,1.594047059,1.254898724,0.209515527,0.377145526,cox5b2
ENSDARG00000036036,13615.86142,-0.086918511,0.069268884,-1.254798774,0.209551818,0.377179209,mdka
ENSDARG00000059801,209.5845027,0.228974339,0.182508553,1.254595116,0.209625777,0.377280683,pdzd2
ENSDARG00000042329,58.16979866,-0.563321041,0.449130042,-1.254249301,0.209751406,0.377475124,si:dkey-91m11.5
ENSDARG00000038567,311.1776489,-0.196754799,0.156918285,-1.25386789,0.209890028,0.377692916,tsr3
ENSDARG00000043899,3.802511925,1.503122399,1.199180848,1.253457643,0.210039205,0.377929662,psma6l
ENSDARG00000062748,7.763537078,-1.091188626,0.870647944,-1.253306384,0.210094226,0.377996965,pkn1b
ENSDARG00000097595,34.70716541,0.500720774,0.399564184,1.253167313,0.210144823,0.378056298,BX682556.1
ENSDARG00000060610,355.1787441,0.174503008,0.139271749,1.252967738,0.210217448,0.378073774,pcdh7b
ENSDARG00000040730,2008.832983,0.126849602,0.101241001,1.252946941,0.210225017,0.378073774,wdr75
ENSDARG00000038064,177.67951,-0.243981252,0.194712099,-1.253035912,0.210192638,0.378073774,chmp3
ENSDARG00000089913,45.11172694,-0.457004779,0.364720539,-1.253027265,0.210195784,0.378073774,cacna1g
ENSDARG00000098478,7.935281251,1.000575863,0.798694797,1.252763718,0.210291709,0.378162018,FO704758.1
ENSDARG00000018559,234.5228318,0.255852293,0.204248832,1.25264997,0.210333121,0.378204791,kdm7ab
ENSDARG00000115661,2.810154817,-1.699972159,1.357229031,-1.252531533,0.210376245,0.378250637,SAMD12
ENSDARG00000032155,675.1146128,-0.169335844,0.135255514,-1.251969986,0.210580801,0.378584876,ppm1aa
ENSDARG00000025233,125.116562,-0.308998267,0.246818641,-1.25192435,0.210597431,0.378584876,lipt1
ENSDARG00000014794,1626.493536,0.11280344,0.090107682,1.251873729,0.210615879,0.378586321,uqcrc2a
ENSDARG00000062447,2.974660991,1.809007198,1.445209838,1.251726324,0.210669604,0.378651173,hecw2a
ENSDARG00000033161,38.34019794,0.478316411,0.382190314,1.251513692,0.210747122,0.378695334,sst1.2
ENSDARG00000054543,32.06309278,-0.510097681,0.407564295,-1.25157598,0.210724412,0.378695334,samsn1a
ENSDARG00000098747,20.82110891,-0.650781929,0.519987441,-1.251533938,0.21073974,0.378695334,MYH6
ENSDARG00000004470,1078.894779,-0.179569328,0.143506522,-1.25129733,0.210826019,0.378805384,prkcsh
ENSDARG00000035808,186.2646239,0.234578639,0.187510707,1.251014639,0.210929137,0.378958929,clcn4
ENSDARG00000071562,81.64779604,-0.363092116,0.290262337,-1.250910192,0.210967245,0.378995661,mtus1a
ENSDARG00000075297,258.5140255,0.21527901,0.172110009,1.250822143,0.210999374,0.379021647,trnt1
ENSDARG00000044261,1060.825101,-0.142400405,0.113868032,-1.250574048,0.211089924,0.379152562,si:ch211-243g18.2
ENSDARG00000077396,161.0027745,-0.362758617,0.290135977,-1.250305531,0.211187959,0.379296897,tlcd2
ENSDARG00000102914,676.7890572,0.134381227,0.107490203,1.250171855,0.211236776,0.379328718,dennd4b
ENSDARG00000062892,156.1816049,-0.246939185,0.197535037,-1.250103216,0.211261845,0.379328718,foxe3
ENSDARG00000098623,150.737989,-0.284756152,0.227782967,-1.250120478,0.21125554,0.379328718,si:dkey-23f9.4
ENSDARG00000110963,104.944274,-0.304455351,0.243551929,-1.250063394,0.211276391,0.379328718,trib1
ENSDARG00000017985,21.65099832,0.838649612,0.67093436,1.249972668,0.211309532,0.379356478,zgc:77739
ENSDARG00000097564,13.05863647,0.865850816,0.692723552,1.249922589,0.211327827,0.379357582,si:ch73-190f9.4
